"function","addr","addr_end","type","unit","name","name_for_id","usertype","decimals","description",
4,33252,,"U16 ","0.01A ","Meter AC current A",,"float",,,
4,33253,,"U16 ","0.1V ","Meter AC voltage B",,"float",,,
4,33254,,"U16 ","0.01A ","Meter AC current B",,"float",,,
4,33255,,"U16 ","0.1V ","Meter AC voltage C",,"float",,,
4,33256,,"U16 ","0.01A ","Meter AC current C",,"float",,,
4,33257,33258,"S32 ","1W","Meter active power A",,"float",,,
4,33259,33260,"S32 ","1W","Meter active power B",,"float",,,
4,33261,33262,"S32 ","1W","Meter active power C",,"float",,,
4,33263,33264,"S32 ","1W","Meter total active power",,"float",,,
4,33265,33266,"S32 ","1Var ","Meter reactive power A",,"float",,,
4,33267,33268,"S32 ","1Var ","Meter reactive power B",,"float",,,
4,33269,33270,"S32 ","1Var ","Meter reactive power C",,"float",,,
4,33271,33272,"S32 ","1Var ","Meter total reactive power",,"float",,,
4,33273,33274,"S32 ","1VA ","Meter apparent power A",,"float",,,
4,33275,33276,"S32 ","1VA ","Meter apparent power B",,"float",,,
4,33277,33278,"S32 ","1VA ","Meter apparent power C",,"float",,,
4,33279,33280,"S32 ","1VA ","Meter total apparent power",,"float",,,
4,33281,,"S16","0,01","Meter power factor",,"float",,"-1.0~-0.8 +0.8~+1.",
4,33282,,"U16 ","0.01Hz ","Meter Grid frequency",,"float",,,
4,33283,33284,"U32 ","0.01kWh ","Meter total active energy imported from Grid",,"float",,,
4,33285,33286,"U32 ","0.01kWh ","Meter total active energy exported to Grid",,"float",,,
4,33287,,"U16 ",,"Reserved ",,"int",,"always zero",
4,33288,,"U16 ",,"Reserved ",,"int",,"always zero",
4,33289,,"U16 ",,"Reserved ",,"int",,"always zero",
4,33290,,"U16 ",,"Reserved ",,"int",,"always zero",
4,33291,,"U16 ",,"Reserved ",,"int",,"always zero",
4,33292,,"U16 ",,"Reserved ",,"int",,,
4,33293,,"U16 ",,"Reserved ",,"int",,"always zero",
4,33294,,"U16 ",,"Reserved ",,"int",,"always zero",
4,33295,,"U16 ",,"Reserved ",,"int",,"always zero",
4,33296,,"U16 ",,"Reserved ",,"int",,"always zero",
4,33297,,"U16 ","1,00 %","Battery off grid DOD",,"float",,"10%-100%",
4,33298,,"U16 ","1,00 %","Battery EPS DOD ",,"float",,"10%-100%",
4,33299,,"U16 ","10ms ","EPS Switching Time",,"float",,"1 <--> 10ms, 10~99990ms
0 means EPS parameters invalid",
4,33300,,"U16 ",,"Meter1 Type and location",,"bitfield",,"High byte indicates location
0x0100 Grid
0x0200 Load
0x0300 Grid+PV (Two Meter)
Low byte indicates meter type
0x0001 General 1Ph
0x0002 Acrel 3Ph
0x0003 General 3Ph
0x0004 Standard Eastron 1Ph
0x0005 Standard Eastron 3Ph
0x0006 No Meter Mode",
4,33301,,"U16 ",,"Meter2 Type and Location",,"float",,,
4,33302,,"U16 ","0.1V ","Meter2 AC Voltage A",,"float",,,
4,33303,,"U16 ","0.01A ","Meter2 AC Current A",,"float",,,
4,33304,,"U16 ","0.1V ","Meter2 AC Voltage B",,"float",,,
4,33305,,"U16 ","0.01A ","Meter2 AC Current B",,"float",,,
4,33306,,"U16 ","0.1V ","Meter2 AC Voltage C",,"float",,,
4,33307,,"U16 ","0.01A ","Meter2AC Current C",,"float",,,
4,33308,,"S32 ","1W","Meter2 Active power A",,"float",,,
4,33310,,"S32 ","1W","Meter2 Active power B",,"float",,,
4,33312,,"S32 ","1W","Meter2 Active power C",,"float",,,
4,33314,,"S32 ","1W","Meter2 total active power",,"float",,,
4,33316,,"S32 ","1Var ","Meter2 reactive power A",,"float",,,
4,33318,,"S32 ","1Var ","Meter2 reactive power B",,"float",,,
4,33320,,"S32 ","1Var ","Meter2 reactive power C",,"float",,,
4,33322,,"S32 ","1Var ","Meter2 Total Reactive power",,"float",,,
4,33324,,"S32 ","1VA ","Meter2 Apparent Power A",,"float",,,
4,33326,,"S32 ","1VA ","Meter2 Apparent Power B",,"float",,,
4,33328,,"S32 ","1VA ","Meter2 Apparent Power C",,"float",,,
4,33330,,"S32 ","1VA ","Meter2 Total Apparent Power",,"float",,,
4,33332,,"S16 ","0,01","Meter2 PF",,"float",,,
4,33333,,"U16 ","0.01Hz ","Meter2 Grid Frequency",,"float",,,
4,33334,,"U32 ","0.01kWh ","Meter2 Grid import total energy",,"float",,,
4,33336,,"U32 ","0.01kWh ","Meter2 Grid export total energy",,"float",,,
4,33338,,"U16",,"Reserved ",,"int",,,
5,5000,,"U16",,"Switching machine setting",,"int",,"1: turn power ON
0: turn power OFF",
3,43000,,"U16 ","Year","Real time clock: year","Real time clock year","int",,"00-99 years",
3,43001,,"U16 ","Month","Real time clock: month","Real time clock month","int",,,
3,43002,,"U16 ","Day","Real time clock: day","Real time clock day","int",,,
3,43003,,"U16 ","Hour ","Real time clock: hour","Real time clock hour","int",,,
3,43004,,"U16 ","Minute ","Real time clock: minute","Real time clock minute","int",,,
3,43005,,"U16 ","Second","Real time clock: seconds","Real time clock seconds","int",,,
3,43006,,"U16 ",,"Slave address setting",,"int",,"1-99",
3,43007,,"U16 ",,"Power on/off ","Power on off ","int",,"0xBE: boot
0xDE: shutdown",
3,43008,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented
always zero",
3,43009,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented « Address add LV hybrid batterymodel »
So probably battery type
Contains 1",
3,43010,,"U16","1,00 %","Battery over charge SOC",,"float",,"register mentioned in changelog but not documented « user defined battery parameters »
		43010&43011 ，Overdischarge/Overcharge SOC ratio as1:1. Accuracy 1%","TODO"
3,43011,,"U16","1,00 %","Battery over discharge SOC",,"float",,"Storage menu > Battery > Overdischarge SOC
Can be used to stop discharging","TODO"
3,43012,,"U16","0,1A","Reserved ",,"float",,"register mentioned in changelog but not documented « user defined battery parameters »
Modify 43012/43013 current limitationfrom 90A to 100A, default 50A to 62.5A
So battery charge or discharge current
Constantly overwritten with value from chosen battery type (user or BMS) so not usable
Value is constant so it is not written by EPM ",
3,43013,,"U16","0,1A","Reserved ",,"float",,"register mentioned in changelog but not documented « user defined battery parameters »
Modify 43012/43013 current limitationfrom 90A to 100A, default 50A to 62.5A
So battery charge or discharge current
Constantly overwritten with value from chosen battery type (user or BMS) so not usable
Value is constant so it is not written by EPM ",
3,43014,,"U16","0,1V","Reserved Battery user charge overvoltage protection",,"float",,"register mentioned in changelog but not documented « user defined battery parameters »
Value 600
Probably Charge overvoltage protection (user battery parameters)
Constantly overwritten with value from chosen battery type (user or BMS) so not usable
Value is constant so it is not written by EPM ",
3,43015,,"U16","0,1V","Reserved Battery user discharge undervoltage protection",,"float",,"register mentioned in changelog but not documented « user defined battery parameters »
Value 420
Probably Battery user discharge undervoltage protection
Constantly overwritten with value from chosen battery type (user or BMS) so not usable
Value is constant so it is not written by EPM ",
3,43016,,"U16","0,1V","Reserved ",,"float",,"register mentioned in changelog but not documented « user defined battery parameters »
Value 535, probably float or equalizing voltage
Parameter is constantly overwritten with value from chosen battery type (user or BMS) so not usable
Value is constant so it is not written by EPM ",
3,43017,,"U16","0,1V","Reserved ",,"float",,"register mentioned in changelog but not documented « user defined battery parameters »
Value 530, probably float or equalizing voltage
Parameter is constantly overwritten with value from chosen battery type (user or BMS) so not usable
Value is constant so it is not written by EPM ","TODO"
3,43018,,"U16","1,00 %","Battery Force charge SOC",,"float",,"Storage menu > Battery > Force charge SOC","TODO"
3,43019,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 43018-43021 Forcecharge SOC, Ratedcapacity, Overdischarge Voltage,Forcecharge Voltage
Probably RatedCapacity in Ah",
3,43020,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 43018-43021 Forcecharge SOC, Ratedcapacity, Overdischarge Voltage,Forcecharge Voltage
Probably Over discharge voltage",
3,43021,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 43018-43021 Forcecharge SOC, Ratedcapacity, Overdischarge Voltage,Forcecharge Voltage
Probably Force Charge Voltage",
3,43022,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented",
3,43023,,"U16",,"Reserved ",,"int",,,
3,43024,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 2020-06-23 		Add 43024 Battery Reserve Mode SOC
Is constantly overwritten by another register, so not usable
Value is constant so it is not written by EPM ",
3,43025,,"U16",,"Reserved ",,"int",,"Value {50}",
3,43026,,"U16",,"Reserved ",,"int",,"Value {450}",
3,43027,,"U16",,"Reserved ",,"int",,"Value {200}",
3,43028,,"U16",,"Reserved ",,"int",,"Always 0",
3,43029,,"U16",,"Reserved ",,"int",,"Always 1",
3,43030,,"U16",,"Reserved ",,"int",,"Always 0",
3,43031,,"U16",,"Reserved ",,"int",,"Always 0",
3,43032,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented",
3,43033,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented",
3,43034,,"U16","0,1V","Reserved ",,"float",,"register mentioned in changelog but not documented 		43034-43037 Unit 0.1V",
3,43035,,"U16","0,1V","Reserved ",,"float",,"register mentioned in changelog but not documented 		43034-43037 Unit 0.1V",
3,43036,,"U16","0,1V","Reserved ",,"float",,"register mentioned in changelog but not documented 		43034-43037 Unit 0.1V",
3,43037,,"U16","0,1V","Reserved ",,"float",,"register mentioned in changelog but not documented 		43034-43037 Unit 0.1V",
3,43038,,"U16",,"Reserved ",,"float",,"register mentioned in changelog but not documented 		43038-43049，Italy three control mode.OV-F/UN-F parameters",
3,43039,,"U16",,"Reserved ",,"int",,,
3,43040,,"U16",,"Reserved ",,"int",,,
3,43041,,"U16",,"Reserved ",,"int",,,
3,43042,,"U16",,"Reserved ",,"int",,,
3,43043,,"U16",,"Reserved ",,"int",,,
3,43044,,"U16",,"Reserved ",,"int",,,
3,43045,,"U16",,"Reserved ",,"int",,,
3,43046,,"U16",,"Reserved ",,"int",,,
3,43047,,"U16",,"Reserved ",,"int",,,
3,43048,,"U16",,"Reserved ",,"int",,,
3,43049,,"U16",,"Reserved ",,"int",,,
3,43050,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43050 Working Mode Set","TODO"
3,43051,,"S16 ","1,00 %","Reactive power limit setting",,"float",,"43051 Working Mode 4 Reactive powerSet
10000 ↔ 100%
Setting range（-6000 to +6000)
Default：0
This function is only for standard mode 4 reactive power setting
(see registers 33091 and 43070-71).",
3,43052,,"U16 ","0,01 %","Power limit setting",,"float",,"10000 ↔ 100%
Setting range（0-100%)
100% refers to the nominal power.
(see registers 33091 and 43070-71)","TODO"
3,43053,,"S16 ","0.01 ","Power factor setting",,"float",,"Power factor：
（800 ↔ 0.80，1000 ↔ 1.00)
（-800 ↔ -0.80，-1000 ↔ -1.00)
（power factor 1.00 same as -1.00)
Setting range（-0.80 to 0.80)
This function does not exist for models rated at 15KW and below (see registers 33091 and 43070-71).",
3,43054,,"S16 ","0.01 ","Power factor setting 02",,"float",,"43054 Working Mode 3 PF Set
Power factor 02：
（800 ↔ 0.80，1000 ↔ 1.00)
（-800 ↔ -0.80，-1000 ↔ -1.00)
（power factor 1.00 same as -1.00)
Setting range（-0.80 to 0.80)
This function only sets 3 fixed power factor functions for standard mode (see registers 33091 and 43070-71).",
3,43055,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented « Add 43055 Italy standard ON/OFF »",
3,43056,43057,"U32 ","1kWh ","Calibrate energy generated total",,"float",,"Calibrate is a function used when installing a replacement inverter to set accumulated energy values to match the original inverter (see user manual).",
3,43058,43059,"U32 ","1kWh","Calibrate energy generated current month",,"float",,,
3,43060,43061,"U32 ","1kWh","Calibrate energy generated last month",,"float",,,
3,43062,,"U16 ","0.1kWh","Calibrate energy generated today",,"float",,,
3,43063,,"U16 ","0.1kWh","Calibrate energy generated yesterday",,"float",,,
3,43064,43065,"U32 ",,"Calibrate energy generated current year",,"float",,"This function does not exist for models rated at 15KW and below.",
3,43066,43067,"U32 ",,"Calibrate energy generated last year",,"float",,"This function does not exist for models rated at 15KW and below.",
3,43068,,"U16 ",,"National standard",,"int",,"See Appendix III",
3,43069,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented
Active/Reactive powercontrol (Power off saving function)",
3,43070,,"U16 ",,"Power limit switch",,"int",,"0xAA: enable limited power switch
0x55: disable limited power switch
[limits power recovery to 100%]
(for registers 43052 and 43081).","TODO"
3,43071,,"U16 ",,"Reactive power switch",,"int",,"0x55: off, power factor recovery 1, reactive power ratio recovery 0
0xA1: reactive power ratio setting is valid and power factor is restored to 1 (for registers 43051 and 43083);
0xA2: power factor 02 is valid and reactive power ratio is restored to 0 (for register 43054).",
3,43072,,"U16 ",,"LVRT switch ",,"int",,"0xAA enabled，0x55 closed, Default：off",
3,43073,,"U16",,"EPM Settings",,"bitfield",,"register mentioned in changelog but not documented 		43073 BIT05 add Failsafe switch；
Reverse-engineered
BIT4 : Enable EPM (1=ON)
BIT5 : Enable EPM FailSafe (1=ON)",
3,43074,,"U16","100W","EPM Export Power Limit",,"float",,"Undocumented, reverse-engineered
Internal EPM Export power limit set in GUI","TODO"
3,43075,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented		Remove 43075 (deleted?)",
3,43076,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43076 AFCI ON/OFF",
3,43077,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented","TODO"
3,43078,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented","TODO"
3,43079,,"U16",,"Reserved ",,"int",,,
3,43080,,"U16",,"Reserved ",,"int",,,
3,43081,,"S16 ","10W ","Actual power limit adjustment value",,"float",,"1 ↔ 10W
Range: -327680W to 327680W
(see register 43070).","TODO"
3,43082,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43082-43089 Add fault recover and startupgrid voltage and frequency
		43082-43089，Recover/StartupVoltage/frequency range",
3,43083,,"S16 ","10Var ","Reactive power adjustment value",,"float",,"1 ↔ 10Var
Range: -327680Var to 327680Var
(see register 43071).",
3,43084,,"U16 ","1mA ","Leakage current protection value",,"float",,"1 ↔ 1mA
Range: 50-800mA,
Default: 240mA",
3,43085,,"U16 ","1kOhm ","Insulation resistance protection value",,"float",,"1 ↔ 1k
Range: 20k-1000k,
Default: 200K",
3,43086,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43082-43089 Add fault recover and startupgrid voltage and frequency
		43082-43089，Recover/StartupVoltage range",
3,43087,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43082-43089 Add fault recover and startupgrid voltage and frequency
		43082-43089，Recover/StartupVoltage range",
3,43088,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43082-43089 Add fault recover and startupgrid voltage and frequency
		43082-43089，Recover/Startup Frequency range",
3,43089,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43082-43089 Add fault recover and startupgrid voltage and frequency
		43082-43089，Recover/Startup frequency range",
3,43090,,"U16 ","1V ","Grid level overvoltage threshold",,"float",,"Single phase range：236-335V, Default：254V
Three-phase range：410-580V, Default：440V",
3,43091,,"U16 ","100ms ","Grid level overvoltage delay threshold",,"float",,"Range：0.10-9.0s, Default：1.0s",
3,43092,,"U16 ","1V ","Grid secondary overvoltage threshold",,"float",,"Single phase range：248-341V, Default：265V
Three-phase range：430-590V, Default：460V",
3,43093,,"U16 ","100ms ","Grid secondary overvoltage delay threshold",,"float",,"Range：0.10-1.0s, Default：0.2s",
3,43094,,"U16 ","1V ","Grid level undervoltage threshold",,"float",,"Single phase range：173-236V, Default：190V
Three-phase range：300-410V, Default：330V",
3,43095,,"U16 ","100ms ","Grid level undervoltage delay threshold",,"float",,"Range：0.10-9.0s, Default：1.0s",
3,43096,,"U16 ","1V ","Grid secondary undervoltage threshold",,"float",,"Single phase range：132-219V, Default：173V
Three-phase range：230-380V, Default：300V",
3,,,,,,,"float",,,
3,43097,,"U16 ","100ms ","Grid secondary undervoltage delay threshold",,"float",,"Range：0.10-1.0s, Default：0.2s",
3,43098,,"U16 ","0.1Hz ","Grid level overfrequency threshold",,"float",,"Range： 50.2-53.0Hz, Default：51.0Hz
Range： 60.2-63.0Hz, Default：61.0Hz",
3,43099,,"U16 ","100ms ","Grid level overfrequency delay threshold",,"float",,"Range：0.10-9.0s, Default：1.0s",
3,43100,,"U16 ","0.1Hz ","Grid secondary overfrequency threshold",,"float",,"Range： 51.0-53.0Hz, Default：51.0Hz
Range： 61.0-63.0Hz, Default：51.0Hz",
3,43101,,"U16 ","100ms ","Grid secondary overfrequency delay threshold",,"float",,"Range：0.10-9.0s, Default：0.2s",
3,43102,,"U16 ","0.1Hz ","Grid level underfrequency threshold",,"float",,"Range： 47.0-49.5Hz, Default：48.0Hz
Range： 57.0-59.5Hz, Default：48.0Hz",
3,43103,,"U16 ","100ms ","Grid level underfrequency delay threshold",,"float",,"Range：0.10-9.0s, Default：1.0s",
3,43104,,"U16 ","0.1Hz ","Grid secondary underfrequency threshold",,"float",,"Range： 47.0-49.0Hz, Default：47.0Hz
Range： 57.0-59.0Hz, Default：47.0Hz",
3,43105,,"U16 ","100ms ","Grid secondary underfrequency delay threshold",,"float",,"Range：0.10-9.0s, Default：0.2s",
3,43106,,"U16 ","1s ","Power-on startup time","Power on startup time","float",,"Range：10-600s, Default：60s ",
3,43107,,"U16 ","1s ","Failure recovery time",,"float",,"Range：10-600s, Default：60s ",
3,43108,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43108-43109，10mins overvoltage limits",
3,43109,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43108-43109，10mins overvoltage limits",
3,43110,,"U16 ",,"Energy storage mode",,"bitfield",,"Appendix 7 :
BIT00 Self use mode 0—OFF 1—ON
BIT01 Time-charging optimized revenue mode 0—OFF 1—ON
BIT02 OFF-grid mode 0—OFF 1—ON
BIT03 Battery wakeup switch (1—wakeup enable 0—wakeup disable)
BIT04 Reserve battery mode 0—OFF 1—ON
BIT05 Allow grid to charge the battery 0—Allow 1—Not allow","TODO : check modes, see 43143"
3,43111,,"U16 ",,"Backup power enable setting",,"int",,"0000H: not enabled，0001H: enabled, Default: enabled",
3,43112,,"U16 ","0.1V ","Backup power supply reference voltage setting",,"float",,"Default: 230V, Accuracy: 0.1V",
3,43113,,"U16 ","0.01Hz ","Backup power supply reference frequency setting",,"float",,"Default: 50Hz, Accuracy: 0.1Hz",
3,43114,,"U16 ",,"Battery charge and discharge enable setting",,"int",,"register mentioned in 2018 document but Delete 43114-43118 in 2020-05-25
0000H: not enabled，0001H: enabled, Default: enabled",
3,43115,,"U16 ",,"Battery charge and discharge direction setting",,"int",,"register mentioned in 2018 document but Delete 43114-43118 in 2020-05-25
0000H: charge，0001H: discharge, Default: charge",
3,43116,,"U16 ","0.1A ","Battery charge and discharge current setting",,"float",,"register mentioned in 2018 document but Delete 43114-43118 in 2020-05-25
The maximum charging current can be set by the user, Range: 0-70A；
The maximum discharge current can be set by the user, Range：0-70A，
Precision: 1A",
3,43117,,"U16 ","0.1A ","Battery charge current maximum setting",,"float",,"register mentioned in 2018 document but
2020-05-25 Delete 43114-43118
2020-06-21 Add 43117-43118 max charge/dischargelimit
Maximum: 70A，Default: 70A, Accuracy: 1A",
3,43118,,"U16 ","0.1A ","Battery discharge current maximum setting",,"float",,"register mentioned in 2018 document but
2020-05-25 Delete 43114-43118
2020-06-21 Add 43117-43118 max charge/dischargelimit
Maximum: 70A，Default: 70A, Accuracy: 1A",
3,43119,,"U16 ","0.1V ","Battery undervoltage protection setting",,"float",,"Default：46；Range：40—48；Protection backlash: 2V",
3,43120,,"U16 ","0.1V ","Battery float voltage setting",,"float",,"Default：53.5；Range：50-58",
3,43121,,"U16 ","0.1V ","Battery charge voltage setting",,"float",,"Default：56.4；Range：54-60",
3,43122,,"U16 ","0.1V ","Battery overvoltage protection setting",,"float",,"Default：59.5；Range：54-62",
3,43123,,"U16 ",,"Overload buck setting",,"int",,"0000H: not enabled，0001H: enabled, Default: not enabled",
3,43124,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented (maybe deleted)","TODO"
3,43125,,"U16",,"Reserved ",,"int",,,
3,43126,,"U16",,"Reserved ",,"int",,,
3,43127,,"U16",,"Reserved ",,"int",,,
3,43128,,"U16",,"Reserved ",,"int",,,
3,43129,,"U16",,"Reserved ",,"int",,,
3,43130,,"U16",,"Reserved ",,"int",,,
3,43131,,"U16",,"Reserved ",,"int",,,
3,43132,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43132-43136 address for RemoteControl and Force Battery Charge function
Solis Storage control switch value
https://community.openenergymonitor.org/t/getting-data-from-inverters-via-an-rs485-connection/8377/26",
3,43133,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43132-43136 address for RemoteControl and Force Battery Charge function",
3,43134,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43132-43136 address for RemoteControl and Force Battery Charge function",
3,43135,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43132-43136 address for RemoteControl and Force Battery Charge function",
3,43136,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43132-43136 address for RemoteControl and Force Battery Charge function",
3,43137,,"U16",,"Reserved ",,"int",,,
3,43138,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 43138-43140 EPS DoD, EPS switchingtime, Meter type and location
EPS DoD",
3,43139,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 43138-43140 EPS DoD, EPS switchingtime, Meter type and location
EPS switchingtime",
3,43140,,"U16",,"Meter1 Type and location",,"bitfield",,"register mentioned in changelog but not documented 43138-43140 EPS DoD, EPS switchingtime, Meter type and location
Reverse engineered
Meter type and location
See 33300 Meter1 Type and location",
3,43141,,"U16 ","0.1A ","Timed charge current ",,"float",,"Maximum: 70A， Default: 50A, Accuracy: 0.1A","TODO"
3,43142,,"U16 ","0.1A ","Timed discharge current",,"float",,"Maximum: 70A， Default: 50A, Accuracy: 0.1A","TODO"
3,43143,,"U16 ","Hour","Timed charge start hour",,"int",,"Example https://community.home-assistant.io/t/solis-inverter-modbus-integration/292553/30
# Charge between 1800-0800, discharge between 0800-1800
instrument.write_registers(43143, [18, 00, 8, 0, 8, 0, 18, 0])
Must write registers as array, not one by one
# 33 = Self use mode
# 35 = Timed charge mode
instrument.write_register(43110, functioncode=6, signed=False, value=35)
It’s actually bit 1 that matters for timed charge mode","TODO"
3,43144,,"U16 ","Minute","Timed charge start minute",,"int",,,
3,43145,,"U16 ","Hour","Timed charge end hour",,"int",,,
3,43146,,"U16 ","Minute","Timed charge end minute",,"int",,,
3,43147,,"U16 ","Hour","Timed discharge start hour",,"int",,,
3,43148,,"U16 ","Minute","Timed discharge start minute",,"int",,,
3,43149,,"U16 ","Hour","Timed discharge end hour",,"int",,,
3,43150,,"U16 ","Minute","Timed discharge end minute",,"int",,,
3,43151,,"U16",,"Reserved ",,"int",,,
3,43152,,"U16",,"Reserved ",,"int",,,
3,43153,,"U16",,"Reserved ",,"int",,,
3,43154,,"U16",,"Reserved ",,"int",,,
3,43155,,"U16",,"Reserved ",,"int",,,
3,43156,,"U16",,"Reserved ",,"int",,,
3,43157,,"U16",,"Reserved ",,"int",,,
3,43158,,"U16",,"Reserved ",,"int",,,
3,43159,,"U16",,"Reserved ",,"int",,,
3,43160,,"U16",,"Reserved ",,"int",,,
3,43161,,"U16",,"Reserved ",,"int",,,
3,43162,,"U16",,"Reserved ",,"int",,,
3,43163,,"U16",,"Reserved ",,"int",,,
3,43164,,"U16",,"Reserved ",,"int",,,
3,43165,,"U16",,"Reserved ",,"int",,,
3,43166,,"U16",,"Reserved ",,"int",,,
3,43167,,"U16",,"Reserved ",,"int",,,
3,43168,,"U16",,"Reserved ",,"int",,,
3,43169,,"U16",,"Reserved ",,"int",,,
3,43170,,"U16",,"Reserved ",,"int",,,
3,43171,,"U16",,"Reserved ",,"int",,,
3,43172,,"U16",,"Reserved ",,"int",,,
3,43173,,"U16",,"Reserved ",,"int",,,
3,43174,,"U16",,"Reserved ",,"int",,,
3,43175,,"U16",,"Reserved ",,"int",,,
3,43176,,"U16",,"Reserved ",,"int",,,
3,43177,,"U16",,"Reserved ",,"int",,,
3,43178,,"U16",,"Reserved ",,"int",,,
3,43179,,"U16",,"Reserved ",,"int",,,
3,43180,,"U16",,"Reserved ",,"int",,,
3,43181,,"U16",,"Reserved ",,"int",,,
3,43182,,"U16",,"Reserved ",,"int",,,
3,43183,,"U16",,"Reserved ",,"int",,,
3,43184,,"U16",,"Reserved ",,"int",,,
3,43185,,"U16",,"Reserved ",,"int",,,
3,43186,,"U16",,"Reserved ",,"int",,,
3,43187,,"U16",,"Reserved ",,"int",,,
3,43188,,"U16",,"Reserved ",,"int",,,
3,43189,,"U16",,"Reserved ",,"int",,,
3,43190,,"U16",,"Reserved ",,"int",,,
3,43191,,"U16",,"Reserved ",,"int",,,
3,43192,,"U16",,"Reserved ",,"int",,,
3,43193,,"U16",,"Reserved ",,"int",,,
3,43194,,"U16",,"Reserved ",,"int",,,
3,43195,,"U16",,"Reserved ",,"int",,,
3,43196,,"U16",,"Reserved ",,"int",,,
3,43197,,"U16",,"Reserved ",,"int",,,
3,43198,,"U16",,"Reserved ",,"int",,,
3,43199,,"U16",,"Reserved ",,"int",,,
3,43200,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43201,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43202,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43203,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43204,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43205,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43206,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43207,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43208,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43209,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43210,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43211,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43212,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43213,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43214,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43215,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43216,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43217,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43218,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
3,43219,,"U16",,"Reserved ",,"int",,"register mentioned in changelog but not documented 		43200-43220，Working mode1,2,5 set",
